,OV_CONTROL_1,OV_CONTROL_2,OV_RCCD1OE_1,OV_RCCD1OE_1,BR_CONTROL_1,BR_CONTROL_1,BR_RCCD1OE_1,BR_RCCD1OE_2,BR_CONTROL_3,BR_CONTROL_4,BR_RCCD1OE_3,BR_RCCD1OE_4
ENSG00000267151.3_RP11-100E5.2,0,1,1,0,0,0,0,0,2,0,0,0
ENSG00000267152.1_CTD-2528L19.6,0,5,13,17,0,0,0,0,0,0,0,0
ENSG00000267157.1_CTB-54O9.9,0,2.55,3.43,9.68,0,2.95,2.38,11.58,6.07,1.22,12,7.88
ENSG00000267168.1_RP11-318A15.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267172.1_RP11-397A16.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267173.1_CTC-512J12.6,0,0,0,0,1.98,0,0,0,0,0,0,0
ENSG00000267175.5_RP11-879F14.1,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000267179.1_CTD-2006C1.13,1.31,1.79,0,4.02,4.56,2,0,0,7.96,3,2,2.34
ENSG00000267194.1_RP1-193H18.2,2,0,4,4,13,14,18,7,7,1,4,10
ENSG00000267198.1_RP11-798G7.6,8,8.3,8,15,15.72,12,11.83,8.19,14.9,3,4,10.94
ENSG00000267201.1_AC005624.2,2,0,0,0,3,2,0,0,3,0,6,4
ENSG00000267204.1_AC011518.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267206.5_LCN6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267209.5_RP11-693L9.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267211.1_RP5-1067M6.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267212.1_CTD-2659N19.9,0,0,0,0,0,0,0,1,1,1,0,0
ENSG00000267215.1_RP11-685A21.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267216.1_AC010642.1,1332.75,1445.99,1395.67,1039.02,1393.49,1207.12,1372.3,1150.4,1645.88,1329.55,1292.19,1475.7
ENSG00000267224.1_AC005498.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267228.6_RP11-49K24.6,81.46,5.33,42,22.49,76.47,81.61,60.74,69.1,50.94,30.1,25.73,80.41
ENSG00000267231.1_AC005786.5,0,0,0,0,0,0,0,0,0,4,0,0
ENSG00000267232.1_CTB-31O20.9,0,0,0,0,1.25,0,0,0,0,0,0,0
ENSG00000267238.1_AC093074.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267240.1_AC011524.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267243.5_AC005307.3,12,9,16,18,21,7,24,12,18,17,7,15
ENSG00000267247.1_RP11-64C12.6,0,0,3,2,2,2,3,1,0,0,0,1
ENSG00000267250.1_RP11-118B18.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267252.5_LINC01255,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267259.1_CTD-2008P7.9,0,0,0,0,1,2,1,0,18,14,4,14
ENSG00000267260.1_CTD-2162K18.4,13,22,19.36,20.18,2,4,0,1,2,0,0,0
ENSG00000267261.5_CTD-2132N18.3,0,0,0,0,115.53,0,25.14,8.95,0,0,0,63.17
ENSG00000267268.1_AC007204.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267272.5_LINC01140,11,6,9,10,1,1,1,0,6,1,1,2
ENSG00000267273.1_CTC-543D15.3,0,0,1,1,0,0,0,2,0,4,1,3
ENSG00000267279.1_RP11-879F14.2,5,3,11,2,61,32,14,34,62,32,46,43
ENSG00000267281.2_RP11-793H13.10,18,21.59,68.44,56.87,37.5,4,31.25,29,8.14,6,40.97,31.05
ENSG00000267284.1_RP11-397A16.1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000267286.1_RP11-794M8.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267289.1_CTD-2623N2.11,0,1,0,0,0,1,6,0,0,0,0,0
ENSG00000267302.5_RP11-178C3.2,8.02,11.01,17.02,5.01,23.03,25.01,27.84,27.05,24.02,32.03,18,22.03
ENSG00000267303.1_CTD-2369P2.12,433.49,507.24,1204.01,836.24,496.53,771.54,1220.61,1150.73,752.9,821.86,860.2,629.01
ENSG00000267308.1_AC004510.3,12,9,29,38,6,10,9,4,70,83,50,42
ENSG00000267311.1_RP11-99A1.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267313.6_KC6,1,3,6,4,0,0,0,0,0,0,0,0
ENSG00000267314.1_AC104532.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267316.5_RP11-879F14.3,0,0,0,0,0,1,0,3,0,0,0,0
ENSG00000267318.1_RP11-178C3.1,0,0,0,0,0,0,1.16,0,0,0,0,0
ENSG00000267320.5_AC005780.1,4,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267321.1_RP11-1094M14.11,53,62,131,111,411,204,237,217,261,146,212,371
ENSG00000267325.1_LINC01415,8,17,1,7,7,10,5,5,10,10,7,8
ENSG00000267327.1_CTD-2008L17.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267334.1_CTD-2534I21.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267335.2_CTB-60B18.6,5.69,0,7.91,0,0,0,0,0,0,0,0,0.22
ENSG00000267337.1_LINC01478,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000267338.1_KB-7G2.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267339.5_LINC00906,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267353.1_CTD-2162K18.3,0,0,6.64,5.82,0,0,3,0,0,0,0,0
ENSG00000267360.6_CTC-454I21.3,0,0,1.84,0,0,0.19,0,0,0,0,0,4.09
ENSG00000267363.1_CTD-3162L10.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267364.1_RP11-47L3.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267368.1_UPK3BL,91.22,106.34,146.23,126.95,443.91,174.75,377.2,299.78,344.16,390,287.16,412.5
ENSG00000267372.2_AC005330.2,1,0,0,1,21,19,21,28,3,2,3,7
ENSG00000267373.1_CTD-2231E14.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267374.1_RP11-244M2.1,30,19,18,23,83,49,67,71,48,29,31,56
ENSG00000267378.1_CTC-400I9.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267385.1_CTB-50L17.14,0,0,0,0,0,0,4,0,0,0,0,0
ENSG00000267388.1_AF038458.5,0,0,0,0,2,0,0,0,0,0,1,0
ENSG00000267391.2_RP11-1151B14.3,2,1,5,2,0,0,0,0,0,0,0,0
ENSG00000267397.1_RP11-873E20.1,12,8,5,10,8,8,11,7,5,1,0,0
ENSG00000267399.1_RP11-456O19.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267401.1_RP11-396N11.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267405.1_CTC-296K1.4,0,0,0,3,5,2,5,0,3,0,5,4
ENSG00000267406.1_CTD-2189E23.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267407.1_CTD-2050I18.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267409.1_RP11-567M16.2,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000267413.1_RP11-636O21.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267414.1_RP11-456K23.1,15,22,17,13,5,5,1,1,2,4,8,7
ENSG00000267416.1_CTD-2319I12.2,0,1,6,1,10,14,5,7,8,1,3,5
ENSG00000267420.1_RP11-527L4.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267421.6_AC005498.3,5,0,4,0,0,0,0,0,0,0,0,0
ENSG00000267423.1_AC005616.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267425.1_RP11-128P17.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267426.5_RP11-552F3.12,0,15.13,0,0,8.89,3.53,4.62,78.65,77.6,15.39,10.79,0
ENSG00000267440.1_CTC-501O10.1,52,57,102,72,0,0,0,0,0,0,0,1
ENSG00000267443.2_AC010641.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267446.1_CTB-39G8.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267452.1_RP11-1018N14.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267453.6_AC004791.2,19,24,6,2,0,0,0,0,0,0,0,0
ENSG00000267454.5_ZNF582-AS1,26,19,42,41,0,0,0,0,0,0,0,0
ENSG00000267457.1_RP5-837J1.4,0,0,0,3,0,0,0,1,1,0,0,0
ENSG00000267461.1_RP11-120M18.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267462.1_RP11-866E20.3,0,0,0,0,0,0,2,0,0,2,0,1
ENSG00000267465.6_AC011525.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267466.1_RP11-13K12.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267467.3_APOC4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267475.1_CTD-2538C1.2,25,7,15,27,35,38,30,35,39,40,30,33
ENSG00000267477.1_CTC-398G3.6,0,0,0,0,0,0,0,0,0,0,1.37,0
ENSG00000267489.2_CTC-360P9.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267496.4_FAM215A,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267498.1_CTB-32O4.2,6,2,1,0,9,8,9,6,21,5,4,4
ENSG00000267501.1_RP11-108P20.2,0,0,1,2,0,1,0,2,0,0,0,1
ENSG00000267505.1_CTC-296K1.3,0,0,0,2,0,0,4,9,1,3,3,3
ENSG00000267506.5_RP11-13K12.1,0,0,0,0,1,0,1,1,0,0,0,0
ENSG00000267508.5_ZNF285,111,123,164,178,75,70,111,62,50,30,46,49
ENSG00000267509.5_CTD-2043I16.1,0,0,0,4,0,0,0,0,0,0,0,0
ENSG00000267517.1_CTD-2231E14.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267519.3_CTD-3252C9.4,229,283,379,370,271,155,525,474,209,153,150,224
ENSG00000267521.1_RP11-87G24.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267522.1_CTD-2621I17.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267528.1_AC011524.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267530.2_AC006273.5,48,64,146,94,68,55,82,70,29,18,28,22
ENSG00000267534.2_S1PR2,324,362,455,285,96,62,85,57,137,125,116,113
ENSG00000267535.1_LINC00868,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000267537.1_AC005394.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267545.1_AC005779.2,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000267547.1_RP11-686D22.4,0,0,0,0,6,4,5,11,2,1,5,0
ENSG00000267552.6_CTD-2528L19.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267559.5_RP11-383M4.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267561.2_RP5-1052I5.2,0,2.2,3.73,2.08,8.14,4.79,4.23,9.64,2.37,21.11,2.27,2.42
ENSG00000267564.1_RP11-128P17.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267567.1_CTD-2538C1.3,0,0,1,0,0,0,0,0,0,0,0,1
ENSG00000267574.1_CTC-525D6.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267575.6_CTC-459F4.3,153,130,221,154,398,331,415,356,339,334,293,386
ENSG00000267581.1_CTC-559E9.4,0,1,0,2,0,2,0,0,0,0,0,0
ENSG00000267583.5_RP11-322E11.5,0,0,0,1,0,1,0,0,0,0,0,1
ENSG00000267586.6_LINC00907,1,0,2,0,2,1,1,2,0,0,2,0
ENSG00000267593.1_RP11-108P20.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267599.1_CTD-2050I18.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267603.1_LINC01028,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267605.5_CTD-3220F14.1,0,0,3,0,5,3.7,2.57,1.72,5,0,0,0
ENSG00000267606.1_AC006116.21,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267612.1_CTD-3116E22.7,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000267614.1_AC138472.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267617.1_AC007795.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267618.5_RAD51L3-RFFL,2.29,0,0,6.91,0,0,0.5,7.19,0,1.86,3.18,0
ENSG00000267625.1_RP11-1094M14.14,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267626.1_AC002115.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267627.5_RP11-905K4.1,0,0,0,0,1,0,1,0,0,0,0,0
ENSG00000267631.4_CGB1,0,7.25,3.96,2,0,0,0,0,0,4.12,0,0
ENSG00000267636.1_AC008992.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267640.5_CTD-2554C21.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267642.1_RP11-258B16.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267643.1_RP11-64C12.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267644.1_CTD-2008P7.10,0,0,1,0,0,0,1,2,0,0,0,0
ENSG00000267645.5_POLR2J2,0,7.12,0,0,537.17,269.68,367.31,231.74,268.73,168.79,238.58,251.8
ENSG00000267649.1_CTD-2587H24.10,3,0,1,1,1,2,1,3,3,1,0,3
ENSG00000267651.1_RP11-95O2.1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000267653.1_RP1-193H18.3,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000267654.1_RP11-973H7.4,0,0,0,0,3,1,0,2,0,1,0,0
ENSG00000267658.1_RP11-358B23.1,1,0,0,0,2,0,0,0,0,0,0,1
ENSG00000267659.5_LINC01482,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267665.1_RP11-13K12.2,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000267666.2_AC004156.3,5,2,6,3,14,11,9,17,11,6,13,12
ENSG00000267673.6_FDX1L,596.67,623.35,742.62,392.65,931.65,550.15,494.56,399.43,996.81,904.55,739.62,807.71
ENSG00000267674.1_RP11-813F20.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267675.1_RP11-1151B14.2,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000267677.1_RP11-27G24.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267680.5_ZNF224,660,925,1632,1462,433,309,542,451,220,149,150,175
ENSG00000267683.1_AC008991.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267684.1_CTC-360P9.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267686.1_RP11-795H16.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267695.1_RP11-1030E3.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267696.6_CTB-151G24.1,2,0,0,1,0,1,1,0,2,0,0,0
ENSG00000267697.1_LUZP6,3.93,0,0,8.42,0,3.79,3.21,0,0,11.8,7.58,8.28
ENSG00000267699.2_RP11-729L2.2,14.14,10.83,3.98,5.91,4.18,14.34,2.18,3.81,10.13,4.58,0,2.04
ENSG00000267705.1_RP11-108P20.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267706.3_CTD-2105E13.6,0,0,2,1.04,0,1.65,0,0,4.99,2.44,4.46,0
ENSG00000267711.1_RP11-686D22.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267712.5_LINC01539,0,0,2,1,0,0,0,0,0,0,0,0
ENSG00000267719.1_HP09025,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267722.1_RP11-815J4.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267723.1_CTD-2189E23.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267726.1_CTD-2526M8.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267731.1_RP11-147L13.8,0,2,4,1,0,0,0,2,1,0,0,3
ENSG00000267732.1_RP11-456O19.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267737.1_AC061992.2,3,3,3,3,3,0,2,0,1,4,0,3
ENSG00000267740.5_AC024592.12,114.94,126.52,128.25,26.92,44.21,47.94,43.5,18.29,63.8,60.61,41.38,22.69
ENSG00000267748.4_CTB-102L5.4,7.86,0,0,0,0,0,1.32,0,3.3,0,0,0
ENSG00000267760.1_CTC-565M22.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267761.3_CTD-2130O13.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267767.2_CTC-523E23.4,0,0,0,0,2,7,2,2,3,0,0,3
ENSG00000267772.1_RP11-15E18.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267777.1_CTC-439O9.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267778.1_AC004221.2,0,0,0,1,3,0,5,1,0,1,2,0
ENSG00000267779.5_LINC01533,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267780.2_RP11-154H12.3,0,0,0,0,2,3,2,3,0,0,0,0
ENSG00000267786.1_AF038458.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267788.1_CTD-2534I21.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267789.1_CTD-2526M8.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267790.1_RP11-316M20.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267795.5_SMIM22,0,1,4,0,17,14,4,7,49,47,34,60
ENSG00000267796.7_LIN37,147.85,240.05,355.57,247.44,424.24,232.56,325.78,283.07,300.01,276.36,293.8,402
ENSG00000267808.1_AC018755.17,0,0,1,0,1,0,0,3,0,0,0,0
ENSG00000267834.1_RP11-167N5.5,1,0,1,0,2,1,1,4,1,0,0,0
ENSG00000267838.2_AC008746.12,7,3,10,3,5,1,8,6,6,4,2,4
ENSG00000267855.5_NDUFA7,913,1060,1106,609,2589,2082,1753,1280,2847,2511,2450,2751
ENSG00000267857.2_RP5-1023B21.1,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000267868.1_RP11-120K24.3,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000267872.1_RP11-157B13.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267881.1_AC011513.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267886.1_CTD-2291D10.4,4,13,10,9,6,3,11,1,0,2,3,4
ENSG00000267890.1_CTD-2126E3.4,0,0,1,0,3.24,4,5.55,1.57,1.55,2,1,2.87
ENSG00000267898.1_CTD-2639E6.9,0,0,1,4,2,1,1,9,0,1,0,0
ENSG00000267909.2_CCDC177,0,0,0,0,2,1,2,3,0,0,0,2
ENSG00000267919.1_RP11-256I23.3,0,0,1,0,1,1,1,2,1,2,0,0
ENSG00000267922.1_AC007193.6,1,0,0,0,3,0,0,0,0,0,0,0
ENSG00000267924.1_RP11-255H23.4,0,3,1,2,0,0,0,0,0,0,0,0
ENSG00000267939.1_CTD-2325M2.1,0,0,4,1,7,1,1,1,0,1,1,2
ENSG00000267940.1_RP11-290F24.6,3,1,2,9,3,4,10,10,4,0,1,7
ENSG00000267943.1_CTD-2620I22.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267952.1_CTD-2207O23.12,1.53,3.94,0,0,5.74,0,0,0,5.92,0,3.4,0
ENSG00000267978.5_MAGEA9B,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000268009.5_SSX4,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000268027.5_AC006129.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268038.1_AC011516.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268043.7_NBPF12,865.5,1099.77,1246.4,1119.98,720.1,539.09,815.32,681.51,486.39,458.35,424.66,538.37
ENSG00000268078.1_RP11-805I24.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268083.5_AC104534.3,0,10.63,0,0,0,0,0,3.86,0,0,9.64,0
ENSG00000268087.1_CTC-429P9.2,4,1,2,2,4,5,4,1,3,2,4,3
ENSG00000268089.2_GABRQ,382,460,104,79,109,98,190,169,15,18,17,23
ENSG00000268104.2_SLC6A14,0,0,0,0,12,15,8,7,3,8,5,3
ENSG00000268107.5_AC003005.4,0,0,6.25,0,0,0,0,0,1,0,0,0
ENSG00000268120.1_CTD-3193O13.11,6.1,1.76,5.41,2.55,0,0,0,0.08,0,0,0,0
ENSG00000268129.1_RP11-91G21.1,6,16.99,8.6,8.64,45.31,27.34,21.47,20.4,33.05,18.38,12.18,33.3
ENSG00000268133.1_AC003002.4,0,0,0,0,0.8,0,0,0,0,0,0.06,0
ENSG00000268163.1_AC004076.9,0,0,0,1.3,0,0.58,0,0.44,0,0,0,1
ENSG00000268173.1_PIK3R2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268182.5_SMIM17,1,2,3,4,0,1,0,1,1,0,0,1
ENSG00000268184.1_RP11-420K14.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268186.1_CTC-241F20.4,0,0,0,0,7,4,2,4,1,3,0,4
ENSG00000268187.6_AC118758.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268193.5_AC002985.3,1.66,3.69,0,0,2.81,1.47,8.59,3.37,0,2.73,1.39,1.26
ENSG00000268205.1_CTC-444N24.11,198,195,432,449,251,198,308,267,98,114,99,140
ENSG00000268221.5_OPN1MW,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268223.2_ARL14EPL,85.65,67.89,316.98,408,2,4,3.53,1,4.86,6,7,7
ENSG00000268240.1_RP11-678G14.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268266.1_AC003005.2,1,0,0,0,2,4,0,0,0,1,0,0
ENSG00000268279.4_RP11-434D12.1,0,0,0,1.5,0,0,1.48,0,1.41,0,0,0
ENSG00000268287.1_CTB-60B18.18,7,19,12,15,5,4,5,10,6,1,1,9
ENSG00000268296.1_CTD-2579N5.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268307.1_CTD-2619J13.13,0,0,0,0,4,1,0,6,2,8,1,2
ENSG00000268316.1_AC006272.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268318.5_CTD-3187F8.11,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268320.3_SCGB1C2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268326.1_CTD-2542C24.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268333.1_RP4-806M20.3,3,0,7,1,1,0,3,5,0,6,1,4
ENSG00000268350.7_FAM156A,822.36,1048.06,2247.31,2174.55,505.88,218.49,866.23,749.12,210.92,188.27,268.14,582.78
ENSG00000268352.1_AC007228.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268355.1_AC006129.1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000268361.1_L34079.2,0,0,0,0,0,0,0,0,0,1.03,0,0
ENSG00000268362.5_CTD-2017D11.1,38.03,60.58,87.28,79.87,39.79,20.82,45.29,44.15,44.05,33.54,24.83,66.43
ENSG00000268388.5_FENDRR,1,0,3,4,0,0,0,0,0,0,1,0
ENSG00000268390.1_CTC-518B2.10,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268392.1_AC003682.16,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000268400.5_CTD-3214H19.4,0,0,14.15,0,0,0,6.94,0,0,29.35,0,0
ENSG00000268401.1_CTC-344H19.4,0,1,2,5,0,0,1,0,0,0,0,0
ENSG00000268416.1_CTD-2626G11.2,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000268434.5_AC011530.4,0,0,2,0,0,1,0,0,0,0,2,0
ENSG00000268439.5_RP3-461F17.3,268.7,286.39,228.74,231.46,938.53,566.54,458.47,433.3,991.11,787.53,701.62,980.13
ENSG00000268447.5_SSX2B,0.66,2.45,7.49,1.99,0,0,0,0,0,0,0,0
ENSG00000268458.1_CTC-471J1.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268465.1_CTC-273B12.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268471.4_DKFZP434I0714,115,127,88,99,60,51,76,87,91,63,57,94
ENSG00000268480.1_CTD-2586B10.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268500.5_AC018755.18,0,0,0,1,0,0,1,0,0,0,0,0
ENSG00000268505.1_RP11-805I24.3,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000268518.1_CTD-2545M3.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268531.3_RP11-32B5.8,0,1,9,1,5,10,35,23,7,6,5,6
ENSG00000268532.1_RP11-514D23.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268533.1_AC004076.7,0,0,0,0,0,0,5.12,0,0,0,0,0
ENSG00000268536.1_AC005523.3,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000268555.1_RP11-678G14.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268560.1_CTD-2332E11.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268566.5_RP11-687D19.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268568.1_AC007228.9,0,0,0,0,0,0,1.06,0,0,1.03,0,0
ENSG00000268573.1_RP11-158H5.7,39,47,82,66,54,43,45,56,124,113,105,113
ENSG00000268580.1_RP11-514A9.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268597.1_RP11-157B13.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268601.1_AC115522.3,0,0,0,0,0,0,1,0,0,0,0,1
ENSG00000268606.5_MAGEA2,0,0,0,0,0,0,1,1.38,0,1,0,1.49
ENSG00000268614.1_CTD-2207O23.10,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268615.1_RP11-65J3.15,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268621.5_AC006262.5,2615,3164,4384,4014,954,792,984,772,691,562,462,542
ENSG00000268628.2_RP1-122P22.4,3,5,5,2,2,4,3,1,4,2,12,4
ENSG00000268629.6_TEX13A,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000268643.1_AC006486.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268649.3_RP4-806M20.4,0,0,1,0,0,2,6,2,1,1,1,3
ENSG00000268651.2_CTAG1A,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268654.1_MIMT1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268655.1_CTB-60B18.10,0,0,0,0,3,0,0,0,3,1,0,0
ENSG00000268658.5_LINC00664,0,0,0,0,1,1,0,0,0,0,0,0
ENSG00000268673.3_LLNLR-249E10.1,1,1,1,0,0,0,0,0,0,0,0,0
ENSG00000268707.1_RP11-247A12.7,0,0,0,4,2,0,0,0,0,0,0,0
ENSG00000268713.1_CTC-444N24.8,37,43,87,99,30,27,22,28,18,8,18,10
ENSG00000268714.3_CTD-2287O16.3,1.35,0.11,5.02,0,0,0,0.47,0,0.14,0,0,0
ENSG00000268734.1_CTB-61M7.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268738.2_HSFX2,4.89,5.64,17.75,8.12,0,0,4.44,3.19,3,0,0,0
ENSG00000268744.1_CTD-3105H18.14,22,12,11,9,12,5,13,18,15,14,20,30
ENSG00000268746.1_CTD-2571L23.8,0,0,0,0,0,0,2,0,0,0,0,0
